quarter_start,year,quarter,year_quarter,topic,metric_family,metric,submetric,value,display,source_file,source_url,provisional_note
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,birthweight,Births by birthweight,Low,9.58,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,birthweight,Births by birthweight,Normal,90.4,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,birthweight,Births by birthweight,Very Low,1.29,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,borough,Births by borough,Bronx,3733,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,borough,Births by borough,Brooklyn,7924,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,borough,Births by borough,Manhattan,3156,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,borough,Births by borough,Non-NYC Residents,2975,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,borough,Births by borough,Queens,4788,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,borough,Births by borough,Staten Island,1154,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,coverage,Births by coverage,Medicaid,56.19,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,coverage,Births by coverage,Non-Medicaid,43.81,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal age,Births by maternal age,20 to 29,8573,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal age,Births by maternal age,30 to 39,12950,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal age,Births by maternal age,40+,1714,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal age,Births by maternal age,Under 20,494,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Asian/PI,3585,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Black,4258,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Hispanic,6905,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Other/Unknown,485,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,White,8498,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,method,Births by method,Cesarean,32.8,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,method,Births by method,VBAC,2.92,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,method,Births by method,Vaginal,64.28,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,term,Births by term,Pre-term,9.66,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,term,Births by term,Term,90.34,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,term,Births by term,Very Pre-term,1.36,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,Breastfed infants,Breastfed infants,Breastfed infants,89.44,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,age,Deaths by age,1 to 24,190,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,age,Deaths by age,25 to 44,978,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,age,Deaths by age,45 to 64,3357,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,age,Deaths by age,65 to 84,7463,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,age,Deaths by age,85+,5564,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,age,Deaths by age,Under 1,101,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Accidents,389,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Alzheimer's,277,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,CLRD,335,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,COVID-19,2941,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Cancer,2808,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Cerebrovascular Disease,592,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Chronic liver disease,141,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Diabetes,453,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Diseases of heart,4748,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Drug-related,705,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Homicide,100,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Hypertension,328,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Influenza and pneumonia,411,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Kidney disease,172,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Septicemia,234,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,cause,Deaths by cause,Suicide,145,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Asian/PI,1747,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Black,4773,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Hispanic,3898,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Other/Unknown,479,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,White,6756,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,sex,Deaths by sex,Female,8448,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,sex,Deaths by sex,Male,9204,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR age,IMR by age,Neonatal,2.45,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR age,IMR by age,Post-neonatal,1.54,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR borough,IMR by borough,Bronx,5,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR borough,IMR by borough,Brooklyn,3.03,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR borough,IMR by borough,Manhattan,2.35,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR borough,IMR by borough,Queens,4.2,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR borough,IMR by borough,Staten Island,5.55,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Asian/PI,2.84,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Black,8.14,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Hispanic,4.09,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,White,1.99,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,Pre-pregnancy diabetes,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.01,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,Pre-pregnancy hypertension,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.64,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,Prenatal care in first trimester,Prenatal care in first trimester,Prenatal care in first trimester,72.65,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Infant mortality,Total IMR,Total IMR,Total,3.99,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Births & maternal/infant health,Total births,Total births,Total,23731,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-01-01,2022,Q1,2022 Q1,Deaths & mortality,Total deaths,Total deaths,Total,17653,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,birthweight,Births by birthweight,Low,8.88,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,birthweight,Births by birthweight,Normal,91.09,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,birthweight,Births by birthweight,Very Low,1.38,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,borough,Births by borough,Bronx,3762,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,borough,Births by borough,Brooklyn,8002,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,borough,Births by borough,Manhattan,3307,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,borough,Births by borough,Non-NYC Residents,3099,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,borough,Births by borough,Queens,5064,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,borough,Births by borough,Staten Island,1223,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,coverage,Births by coverage,Medicaid,55.57,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,coverage,Births by coverage,Non-Medicaid,44.43,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal age,Births by maternal age,20 to 29,8612,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal age,Births by maternal age,30 to 39,13535,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal age,Births by maternal age,40+,1833,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal age,Births by maternal age,Under 20,477,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Asian/PI,3790,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Black,4134,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Hispanic,7001,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
